,datetime,Humidity,Temperature,cloudcover,windspeedKmph,Solar w/m2,Diffuse Solar w/m2,Produzida,year,month,day,timestamp
0,2018+AC0-08+AC0-01 02:00:00,82,17,0,17,0,0,0,2018,8,1,02:00:00
